train_number,train_name,station_code,station_name,arrival,departure,day,distance,zone,division
08056,Tirupati-Kolkata Shalimar Special,BZA,VIJAYAWADA JN,02:40:00,02:50:00,2,,SCR,Andhra Pradesh
08056,Tirupati-Kolkata Shalimar Special,VSKP,VISHAKAPATNAM,09:15:00,09:35:00,2,,ECoR,Andhra Pradesh
08056,Tirupati-Kolkata Shalimar Special,BBS,BHUBANESWAR,16:10:00,16:15:00,2,,ECoR,Odisha
08056,Tirupati-Kolkata Shalimar Special,CTC,CUTTACK,17:00:00,17:02:00,2,,ECoR,Odisha
08043,Kolkata Shalimar-Haridwar Puja Special,TATA,TATANAGAR JN,21:10:00,21:15:00,1,,SER,Jharkhand
08043,Kolkata Shalimar-Haridwar Puja Special,GAYA,GAYA JN,04:05:00,04:10:00,2,,ECR,Bihar
08043,Kolkata Shalimar-Haridwar Puja Special,MGS,MUGHAL SARAI JN,07:05:00,07:25:00,2,,ECR,Uttar Pradesh
08043,Kolkata Shalimar-Haridwar Puja Special,LKO,LUCKNOW,13:50:00,14:00:00,2,,NER,Uttar Pradesh
08043,Kolkata Shalimar-Haridwar Puja Special,BE,BAREILLY,17:50:00,17:50:00,2,,NER,Uttar Pradesh
08043,Kolkata Shalimar-Haridwar Puja Special,MB,MORADABAD,19:15:00,19:25:00,2,,NR,Uttar Pradesh
14096-Slip,Himalayan Queen Slip,CDG,CHANDIGARH,17:20:00,17:30:00,1,,NR,Chandigarh
14096-Slip,Himalayan Queen Slip,UMB,AMBALA CANT JN,18:15:00,18:25:00,1,,NR,Haryana
18029,MUMBAI LTT [Kurla] - KOLKATA SALIMAR Exp,KYN,KALYAN JN,22:35:00,22:40:00,1,,CR,Maharashtra
18029,MUMBAI LTT [Kurla] - KOLKATA SALIMAR Exp,NGP,NAGPUR,13:10:00,13:30:00,2,,SECR,Maharashtra
18029,MUMBAI LTT [Kurla] - KOLKATA SALIMAR Exp,R,RAIPUR JN,19:25:00,19:35:00,2,,SECR,Chhattisgarh
18029,MUMBAI LTT [Kurla] - KOLKATA SALIMAR Exp,BSP,BILASPUR JN,22:05:00,22:25:00,2,,SECR,Chhattisgarh
18029,MUMBAI LTT [Kurla] - KOLKATA SALIMAR Exp,ROU,ROURKELA,03:30:00,03:40:00,3,,SER,Odisha
18029,MUMBAI LTT [Kurla] - KOLKATA SALIMAR Exp,TATA,TATANAGAR JN,06:50:00,07:10:00,3,,SER,Jharkhand
11061,MUMBAI LTT - DARBHANGA Pawan Exp,KYN,KALYAN JN,12:55:00,13:00:00,1,,CR,Maharashtra
11061,MUMBAI LTT - DARBHANGA Pawan Exp,ET,ITARSI JN,00:10:00,00:25:00,2,,WCR,Madhya Pradesh
11061,MUMBAI LTT - DARBHANGA Pawan Exp,JBP,JABALPUR,03:50:00,04:00:00,2,,WCR,Madhya Pradesh
11061,MUMBAI LTT - DARBHANGA Pawan Exp,ALD,ALLAHABAD JN,10:40:00,11:05:00,2,,NCR,Uttar Pradesh
11061,MUMBAI LTT - DARBHANGA Pawan Exp,MFP,MUZAFFARPUR JN,22:45:00,None,2,,ECR,Bihar
11067-Slip,Saket Express Slip,KYN,KALYAN JN,06:05:00,06:10:00,1,,CR,Maharashtra
11067-Slip,Saket Express Slip,ET,ITARSI JN,17:00:00,17:10:00,1,,WCR,Madhya Pradesh
11067-Slip,Saket Express Slip,JBP,JABALPUR,21:05:00,21:15:00,1,,WCR,Madhya Pradesh
11067-Slip,Saket Express Slip,ALD,ALLAHABAD JN,03:50:00,04:15:00,2,,NCR,Uttar Pradesh
15013-Slip,Ranikhet Express Slip,GZB,GHAZIABAD,23:22:00,23:24:00,1,,NR,Uttar Pradesh
15013-Slip,Ranikhet Express Slip,MB,MORADABAD,01:55:00,02:40:00,2,,NR,Uttar Pradesh
13016,Bolpur-Howrah Kavi Guru Express,BWN,BARDDHAMAN JN,15:03:00,15:05:00,1,,ER,West Bengal
13016,Bolpur-Howrah Kavi Guru Express,HWH,HOWRAH JN,17:15:00,None,1,,ER,West Bengal
12911,Valsad-Haridwar Exp,ST,SURAT,16:45:00,16:50:00,1,,WR,Gujarat
12911,Valsad-Haridwar Exp,BRC,VADODARA JN,19:40:00,19:50:00,1,,WR,Gujarat
12911,Valsad-Haridwar Exp,RTM,RATLAM JN,23:30:00,23:35:00,1,,WR,Madhya Pradesh
12911,Valsad-Haridwar Exp,KOTA,KOTA JN,02:55:00,03:05:00,2,,WCR,Rajasthan
12911,Valsad-Haridwar Exp,NZM,DELHI H NIZAMUDDIN,10:40:00,11:00:00,2,,NR,Delhi
12911,Valsad-Haridwar Exp,GZB,GHAZIABAD,11:40:00,11:42:00,2,,NR,Uttar Pradesh
12153,Lokmanya Tilak (T) Habibganj Express,KYN,KALYAN JN,17:05:00,17:10:00,1,,CR,Maharashtra
12153,Lokmanya Tilak (T) Habibganj Express,ET,ITARSI JN,03:40:00,03:45:00,2,,WCR,Madhya Pradesh
12559,Shiv Ganga Express,ALD,ALLAHABAD JN,22:05:00,22:30:00,1,,NCR,Uttar Pradesh
12559,Shiv Ganga Express,CNB,KANPUR CENTRAL,01:10:00,01:15:00,2,,NCR,Uttar Pradesh
12559,Shiv Ganga Express,TDL,TUNDLA JN,04:40:00,04:40:00,2,,NCR,Uttar Pradesh
12559,Shiv Ganga Express,ALJN,ALIGARH JN,05:49:00,05:49:00,2,,NCR,Uttar Pradesh
12559,Shiv Ganga Express,GZB,GHAZIABAD,07:23:00,07:23:00,2,,NR,Uttar Pradesh
12559,Shiv Ganga Express,NDLS,NEW DELHI,07:40:00,None,2,,NR,Delhi
12173,Udyog Nagri Express,KYN,KALYAN JN,17:05:00,17:10:00,1,,CR,Maharashtra
12173,Udyog Nagri Express,ET,ITARSI JN,03:29:00,03:29:00,2,,WCR,Madhya Pradesh
12173,Udyog Nagri Express,BPL,BHOPAL JN,05:00:00,05:10:00,2,,WCR,Madhya Pradesh
12173,Udyog Nagri Express,JHS,JHANSI JN,09:10:00,09:35:00,2,,NCR,Uttar Pradesh
12173,Udyog Nagri Express,CNB,KANPUR CENTRAL,13:30:00,13:35:00,2,,NCR,Uttar Pradesh
12173,Udyog Nagri Express,LKO,LUCKNOW,14:55:00,15:05:00,2,,NER,Uttar Pradesh
13111-Slip,Lal Quila Express Slip,BWN,BARDDHAMAN JN,21:57:00,22:02:00,1,,ER,West Bengal
13111-Slip,Lal Quila Express Slip,ASN,ASANSOL JN,23:33:00,23:43:00,1,,ER,West Bengal
11065,MUMBAI LTT - DARBHANGA Pawan Exp,KYN,KALYAN JN,12:55:00,13:00:00,1,,CR,Maharashtra
11065,MUMBAI LTT - DARBHANGA Pawan Exp,ET,ITARSI JN,00:10:00,00:25:00,2,,WCR,Madhya Pradesh
11065,MUMBAI LTT - DARBHANGA Pawan Exp,JBP,JABALPUR,03:50:00,04:00:00,2,,WCR,Madhya Pradesh
11065,MUMBAI LTT - DARBHANGA Pawan Exp,ALD,ALLAHABAD JN,10:40:00,11:05:00,2,,NCR,Uttar Pradesh
11065,MUMBAI LTT - DARBHANGA Pawan Exp,MFP,MUZAFFARPUR JN,22:45:00,22:52:00,2,,ECR,Bihar
04203,Varanasi-Old Delhi Special,LKO,LUCKNOW,00:58:00,01:08:00,2,,NER,Uttar Pradesh
04203,Varanasi-Old Delhi Special,BE,BAREILLY,04:32:00,04:32:00,2,,NER,Uttar Pradesh
04203,Varanasi-Old Delhi Special,MB,MORADABAD,05:50:00,06:00:00,2,,NR,Uttar Pradesh
04203,Varanasi-Old Delhi Special,GZB,GHAZIABAD,09:03:00,09:08:00,2,,NR,Uttar Pradesh
12521,Raptisagar Express,MFP,MUZAFFARPUR JN,00:47:00,00:57:00,2,,ECR,Bihar
12521,Raptisagar Express,CNB,KANPUR CENTRAL,13:17:00,13:22:00,2,,NCR,Uttar Pradesh
12521,Raptisagar Express,JHS,JHANSI JN,16:45:00,17:05:00,2,,NCR,Uttar Pradesh
12521,Raptisagar Express,BPL,BHOPAL JN,21:15:00,21:25:00,2,,WCR,Madhya Pradesh
12521,Raptisagar Express,ET,ITARSI JN,23:05:00,23:15:00,2,,WCR,Madhya Pradesh
12521,Raptisagar Express,NGP,NAGPUR,04:10:00,04:20:00,3,,SECR,Maharashtra
12521,Raptisagar Express,BZA,VIJAYAWADA JN,15:50:00,16:05:00,3,,SCR,Andhra Pradesh
12521,Raptisagar Express,MAS,CHENNAI CENTRAL,23:20:00,23:45:00,3,,SR,Tamil Nadu
12521,Raptisagar Express,CBE,COIMBATORE JN,07:55:00,08:00:00,4,,SR,Tamil Nadu
12521,Raptisagar Express,ERS,ERNAKULAM JN,13:20:00,None,4,,SR,Kerala
12107,Mumbai LTT Lucknow Superfast Express,KYN,KALYAN JN,17:05:00,17:10:00,1,,CR,Maharashtra
12107,Mumbai LTT Lucknow Superfast Express,ET,ITARSI JN,03:32:00,03:32:00,2,,WCR,Madhya Pradesh
12107,Mumbai LTT Lucknow Superfast Express,BPL,BHOPAL JN,05:00:00,05:10:00,2,,WCR,Madhya Pradesh
12107,Mumbai LTT Lucknow Superfast Express,JHS,JHANSI JN,09:10:00,09:35:00,2,,NCR,Uttar Pradesh
12107,Mumbai LTT Lucknow Superfast Express,CNB,KANPUR CENTRAL,13:30:00,13:50:00,2,,NCR,Uttar Pradesh
12519,MUMBAI LTT - KAMAKHYA AC Exp,KYN,KALYAN JN,None,None,,,CR,Maharashtra
12519,MUMBAI LTT - KAMAKHYA AC Exp,ET,ITARSI JN,None,None,,,WCR,Madhya Pradesh
12519,MUMBAI LTT - KAMAKHYA AC Exp,JBP,JABALPUR,None,None,,,WCR,Madhya Pradesh
12519,MUMBAI LTT - KAMAKHYA AC Exp,MGS,MUGHAL SARAI JN,None,None,,,ECR,Uttar Pradesh
12519,MUMBAI LTT - KAMAKHYA AC Exp,PNBE,PATNA JN,None,None,,,ECR,Bihar
12519,MUMBAI LTT - KAMAKHYA AC Exp,NJP,NEW JALPAIGURI,None,None,,,NFR,West Bengal
11059,MUMBAI LTT - CHHAPRA Godan Exp,KYN,KALYAN JN,11:35:00,11:40:00,1,,CR,Maharashtra
11059,MUMBAI LTT - CHHAPRA Godan Exp,ET,ITARSI JN,22:20:00,22:30:00,1,,WCR,Madhya Pradesh
11059,MUMBAI LTT - CHHAPRA Godan Exp,JBP,JABALPUR,01:45:00,01:55:00,2,,WCR,Madhya Pradesh
11059,MUMBAI LTT - CHHAPRA Godan Exp,ALD,ALLAHABAD JN,09:40:00,10:15:00,2,,NCR,Uttar Pradesh
12312,Kalka Mail,CDG,CHANDIGARH,00:25:00,01:10:00,2,,NR,Chandigarh
12312,Kalka Mail,UMB,AMBALA CANT JN,02:00:00,02:20:00,2,,NR,Haryana
12312,Kalka Mail,GZB,GHAZIABAD,07:37:00,07:39:00,2,,NR,Uttar Pradesh
12312,Kalka Mail,ALJN,ALIGARH JN,09:30:00,09:35:00,2,,NCR,Uttar Pradesh
12312,Kalka Mail,TDL,TUNDLA JN,10:45:00,10:50:00,2,,NCR,Uttar Pradesh
12312,Kalka Mail,CNB,KANPUR CENTRAL,14:25:00,14:35:00,2,,NCR,Uttar Pradesh
12312,Kalka Mail,ALD,ALLAHABAD JN,17:20:00,17:30:00,2,,NCR,Uttar Pradesh
12312,Kalka Mail,MGS,MUGHAL SARAI JN,20:10:00,20:40:00,2,,ECR,Uttar Pradesh
12312,Kalka Mail,GAYA,GAYA JN,23:23:00,23:28:00,2,,ECR,Bihar
12312,Kalka Mail,DHN,DHANBAD JN,03:15:00,03:25:00,3,,ECR,Jharkhand
12312,Kalka Mail,ASN,ASANSOL JN,04:22:00,04:27:00,3,,ER,West Bengal
12312,Kalka Mail,BWN,BARDDHAMAN JN,05:56:00,06:01:00,3,,ER,West Bengal
12312,Kalka Mail,HWH,HOWRAH JN,07:30:00,None,3,,ER,West Bengal
12165,MUMBAI LTT - VARANASI Ratnagiri Exp,KYN,KALYAN JN,06:05:00,06:10:00,1,,CR,Maharashtra
12165,MUMBAI LTT - VARANASI Ratnagiri Exp,ET,ITARSI JN,17:00:00,17:10:00,1,,WCR,Madhya Pradesh
12165,MUMBAI LTT - VARANASI Ratnagiri Exp,JBP,JABALPUR,21:05:00,21:15:00,1,,WCR,Madhya Pradesh
12165,MUMBAI LTT - VARANASI Ratnagiri Exp,ALD,ALLAHABAD JN,03:50:00,04:15:00,2,,NCR,Uttar Pradesh
18426,DURG - PURI Exp,R,RAIPUR JN,17:15:00,17:30:00,1,,SECR,Chhattisgarh
18426,DURG - PURI Exp,CTC,CUTTACK,06:05:00,06:10:00,2,,ECoR,Odisha
18426,DURG - PURI Exp,BBS,BHUBANESWAR,07:00:00,07:05:00,2,,ECoR,Odisha
18426,DURG - PURI Exp,PURI,PURI,09:15:00,None,2,,ECoR,Odisha
12561,Swatantrata Sainani Express,MFP,MUZAFFARPUR JN,17:45:00,17:55:00,1,,ECR,Bihar
12561,Swatantrata Sainani Express,ALD,ALLAHABAD JN,03:25:00,03:50:00,2,,NCR,Uttar Pradesh
12561,Swatantrata Sainani Express,CNB,KANPUR CENTRAL,06:27:00,06:32:00,2,,NCR,Uttar Pradesh
12561,Swatantrata Sainani Express,TDL,TUNDLA JN,09:10:00,09:10:00,2,,NCR,Uttar Pradesh
12561,Swatantrata Sainani Express,ALJN,ALIGARH JN,10:00:00,10:02:00,2,,NCR,Uttar Pradesh
12561,Swatantrata Sainani Express,GZB,GHAZIABAD,11:50:00,11:52:00,2,,NR,Uttar Pradesh
12561,Swatantrata Sainani Express,NDLS,NEW DELHI,12:30:00,None,2,,NR,Delhi
11043,MUMBAI LTT - MADURAI Exp,KYN,KALYAN JN,00:58:00,01:00:00,1,,CR,Maharashtra
11043,MUMBAI LTT - MADURAI Exp,PUNE,PUNE JN,03:55:00,04:00:00,1,,CR,Maharashtra
11043,MUMBAI LTT - MADURAI Exp,SUR,SOLAPUR JN,08:30:00,08:40:00,1,,CR,Maharashtra
11043,MUMBAI LTT - MADURAI Exp,GTL,GUNTAKAL JN,16:00:00,16:10:00,1,,SCR,Andhra Pradesh
13111,Lal Quila Express,BWN,BARDDHAMAN JN,21:57:00,22:02:00,1,,ER,West Bengal
13111,Lal Quila Express,ASN,ASANSOL JN,23:33:00,23:43:00,1,,ER,West Bengal
13111,Lal Quila Express,PNBE,PATNA JN,06:50:00,07:00:00,2,,ECR,Bihar
13111,Lal Quila Express,MGS,MUGHAL SARAI JN,12:10:00,12:30:00,2,,ECR,Uttar Pradesh
13111,Lal Quila Express,ALD,ALLAHABAD JN,15:20:00,15:30:00,2,,NCR,Uttar Pradesh
13111,Lal Quila Express,CNB,KANPUR CENTRAL,18:55:00,19:05:00,2,,NCR,Uttar Pradesh
13111,Lal Quila Express,TDL,TUNDLA JN,22:45:00,22:55:00,2,,NCR,Uttar Pradesh
13111,Lal Quila Express,ALJN,ALIGARH JN,23:59:00,00:05:00,2,,NCR,Uttar Pradesh
13111,Lal Quila Express,GZB,GHAZIABAD,02:20:00,02:25:00,3,,NR,Uttar Pradesh
12141,MUMBAI LTT - PATLIPUTRA SF Exp,KYN,KALYAN JN,00:18:00,00:23:00,2,,CR,Maharashtra
12141,MUMBAI LTT - PATLIPUTRA SF Exp,ET,ITARSI JN,11:01:00,11:01:00,2,,WCR,Madhya Pradesh
12141,MUMBAI LTT - PATLIPUTRA SF Exp,JBP,JABALPUR,14:30:00,14:40:00,2,,WCR,Madhya Pradesh
12141,MUMBAI LTT - PATLIPUTRA SF Exp,MGS,MUGHAL SARAI JN,00:30:00,00:45:00,3,,ECR,Uttar Pradesh
12201,MUMBAI LTT - KOCHUVELI Garib Rath Exp,PNVL,PANVEL,18:05:00,18:10:00,1,,CR,Maharashtra
12201,MUMBAI LTT - KOCHUVELI Garib Rath Exp,MAO,MADGAON,02:25:00,02:35:00,2,,KR,Goa
12364,HALDIBARI - KOLKATA CHITPUR SF Intercity Exp,NJP,NEW JALPAIGURI,09:40:00,09:55:00,1,,NFR,West Bengal
12364,HALDIBARI - KOLKATA CHITPUR SF Intercity Exp,BWN,BARDDHAMAN JN,17:45:00,17:47:00,1,,ER,West Bengal
11105,Pratham Swatantrata Sangram Express,BWN,BARDDHAMAN JN,09:42:00,09:45:00,1,,ER,West Bengal
11105,Pratham Swatantrata Sangram Express,ASN,ASANSOL JN,11:15:00,11:20:00,1,,ER,West Bengal
11105,Pratham Swatantrata Sangram Express,PNBE,PATNA JN,18:10:00,18:20:00,1,,ECR,Bihar
11105,Pratham Swatantrata Sangram Express,MGS,MUGHAL SARAI JN,23:02:00,23:12:00,1,,ECR,Uttar Pradesh
11105,Pratham Swatantrata Sangram Express,ALD,ALLAHABAD JN,01:10:00,01:15:00,2,,NCR,Uttar Pradesh
11105,Pratham Swatantrata Sangram Express,CNB,KANPUR CENTRAL,03:40:00,04:10:00,2,,NCR,Uttar Pradesh
11105,Pratham Swatantrata Sangram Express,JHS,JHANSI JN,08:50:00,None,2,,NCR,Uttar Pradesh
16345,MUMBAI LTT - TRIVANDRUM Netravati Exp,PNVL,PANVEL,12:50:00,12:55:00,1,,CR,Maharashtra
16345,MUMBAI LTT - TRIVANDRUM Netravati Exp,MAO,MADGAON,22:40:00,22:50:00,1,,KR,Goa
16345,MUMBAI LTT - TRIVANDRUM Netravati Exp,ERS,ERNAKULAM JN,14:05:00,14:15:00,2,,SR,Kerala
16345,MUMBAI LTT - TRIVANDRUM Netravati Exp,TVC,TRIVANDRUM CENTRAL,18:40:00,None,2,,SR,Kerala
13155,KOLKATA CHITPUR - SITAMARHI Mithilanchal Exp,BWN,BARDDHAMAN JN,23:21:00,23:26:00,1,,ER,West Bengal
13155,KOLKATA CHITPUR - SITAMARHI Mithilanchal Exp,ASN,ASANSOL JN,01:00:00,01:20:00,2,,ER,West Bengal
18312,VARANASI - SAMBALPUR Exp,MGS,MUGHAL SARAI JN,15:40:00,16:00:00,1,,ECR,Uttar Pradesh
18312,VARANASI - SAMBALPUR Exp,ROU,ROURKELA,07:55:00,08:15:00,2,,SER,Odisha
54473,Delhi Saharanpur Passenger,NDLS,NEW DELHI,18:35:00,18:45:00,1,,NR,Delhi
54473,Delhi Saharanpur Passenger,GZB,GHAZIABAD,19:33:00,19:35:00,1,,NR,Uttar Pradesh
13148,Uttar Banga Express,NJP,NEW JALPAIGURI,17:25:00,17:40:00,1,,NFR,West Bengal
13148,Uttar Banga Express,BWN,BARDDHAMAN JN,03:11:00,03:26:00,2,,ER,West Bengal
13148,Uttar Banga Express,SDAH,KOLKATA SEALDAH,05:10:00,None,2,,ER,West Bengal
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,JAT,JAMMU TAWI,None,23:45:00,1,,NR,Jammu and Kashmir
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,LDH,LUDHIANA JN,05:05:00,05:20:00,2,,NR,Punjab
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,NDLS,NEW DELHI,13:15:00,14:10:00,2,,NR,Delhi
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,NZM,DELHI H NIZAMUDDIN,14:25:00,14:50:00,2,,NR,Delhi
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,AGC,AGRA CANTT,18:30:00,18:35:00,2,,NCR,Uttar Pradesh
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,GWL,GWALIOR JN,20:09:00,20:12:00,2,,NCR,Madhya Pradesh
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,JHS,JHANSI JN,21:35:00,21:45:00,2,,NCR,Uttar Pradesh
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,JBP,JABALPUR,08:40:00,None,3,,WCR,Madhya Pradesh
15013,Ranikhet Express,GZB,GHAZIABAD,23:22:00,23:26:00,1,,NR,Uttar Pradesh
15013,Ranikhet Express,MB,MORADABAD,01:40:00,01:50:00,2,,NR,Uttar Pradesh
22409,Sasaram-Anand ViharT Delhi GariRath Express,MGS,MUGHAL SARAI JN,23:00:00,23:20:00,1,,ECR,Uttar Pradesh
22409,Sasaram-Anand ViharT Delhi GariRath Express,ALD,ALLAHABAD JN,01:20:00,01:25:00,2,,NCR,Uttar Pradesh
22409,Sasaram-Anand ViharT Delhi GariRath Express,CNB,KANPUR CENTRAL,03:50:00,04:00:00,2,,NCR,Uttar Pradesh
22409,Sasaram-Anand ViharT Delhi GariRath Express,TDL,TUNDLA JN,08:08:00,08:08:00,2,,NCR,Uttar Pradesh
22409,Sasaram-Anand ViharT Delhi GariRath Express,ALJN,ALIGARH JN,09:32:00,09:32:00,2,,NCR,Uttar Pradesh
22409,Sasaram-Anand ViharT Delhi GariRath Express,GZB,GHAZIABAD,11:20:00,11:22:00,2,,NR,Uttar Pradesh
15097,Barauni-Jammu Amarnath Express,MFP,MUZAFFARPUR JN,06:50:00,07:00:00,1,,ECR,Bihar
15097,Barauni-Jammu Amarnath Express,LKO,LUCKNOW,19:30:00,19:40:00,1,,NER,Uttar Pradesh
15097,Barauni-Jammu Amarnath Express,BE,BAREILLY,23:15:00,23:20:00,1,,NER,Uttar Pradesh
15097,Barauni-Jammu Amarnath Express,MB,MORADABAD,00:55:00,01:05:00,2,,NR,Uttar Pradesh
15097,Barauni-Jammu Amarnath Express,UMB,AMBALA CANT JN,05:35:00,05:43:00,2,,NR,Haryana
15097,Barauni-Jammu Amarnath Express,LDH,LUDHIANA JN,07:25:00,07:35:00,2,,NR,Punjab
15097,Barauni-Jammu Amarnath Express,JAT,JAMMU TAWI,12:20:00,None,2,,NR,Jammu and Kashmir
12788,Tirunelveli Bilaspur SF Express,TVC,TRIVANDRUM CENTRAL,04:05:00,04:15:00,1,,SR,Kerala
12788,Tirunelveli Bilaspur SF Express,ERS,ERNAKULAM JN,08:20:00,08:30:00,1,,SR,Kerala
12788,Tirunelveli Bilaspur SF Express,BZA,VIJAYAWADA JN,03:55:00,04:05:00,2,,SCR,Andhra Pradesh
12788,Tirunelveli Bilaspur SF Express,NGP,NAGPUR,14:45:00,14:55:00,2,,SECR,Maharashtra
12788,Tirunelveli Bilaspur SF Express,R,RAIPUR JN,19:35:00,19:45:00,2,,SECR,Chhattisgarh
12788,Tirunelveli Bilaspur SF Express,BSP,BILASPUR JN,21:35:00,None,2,,SECR,Chhattisgarh
11069,Tulsi Express,KYN,KALYAN JN,06:05:00,06:10:00,1,,CR,Maharashtra
11069,Tulsi Express,ET,ITARSI JN,17:00:00,17:10:00,1,,WCR,Madhya Pradesh
11069,Tulsi Express,BPL,BHOPAL JN,18:50:00,18:55:00,1,,WCR,Madhya Pradesh
11069,Tulsi Express,JHS,JHANSI JN,00:05:00,00:25:00,2,,NCR,Uttar Pradesh
11069,Tulsi Express,ALD,ALLAHABAD JN,08:50:00,None,2,,NCR,Uttar Pradesh
11055,MUMBAI LTT - GORAKHPUR Exp,KYN,KALYAN JN,11:35:00,11:40:00,1,,CR,Maharashtra
11055,MUMBAI LTT - GORAKHPUR Exp,ET,ITARSI JN,22:20:00,22:30:00,1,,WCR,Madhya Pradesh
11055,MUMBAI LTT - GORAKHPUR Exp,JBP,JABALPUR,01:45:00,01:55:00,2,,WCR,Madhya Pradesh
11055,MUMBAI LTT - GORAKHPUR Exp,ALD,ALLAHABAD JN,09:40:00,10:15:00,2,,NCR,Uttar Pradesh
14887S,KALKA BARMER Express Slip,CDG,CHANDIGARH,22:15:00,22:25:00,1,,NR,Chandigarh
14887S,KALKA BARMER Express Slip,UMB,AMBALA CANT JN,23:15:00,23:45:00,1,,NR,Haryana
14887S,KALKA BARMER Express Slip,BKN,BIKANER JN,10:50:00,11:05:00,2,,NWR,Rajasthan
14887S,KALKA BARMER Express Slip,JU,JODHPUR JN,15:55:00,16:10:00,2,,NWR,Rajasthan
18241,Durg Ambikapur Express,R,RAIPUR JN,20:50:00,21:00:00,1,,SECR,Chhattisgarh
18241,Durg Ambikapur Express,BSP,BILASPUR JN,23:00:00,23:00:00,1,,SECR,Chhattisgarh
12997,Tirunelveli - Hapa (Biweekly) SF Express,TVC,TRIVANDRUM CENTRAL,09:00:00,09:10:00,1,,SR,Kerala
12997,Tirunelveli - Hapa (Biweekly) SF Express,ERS,ERNAKULAM JN,12:40:00,12:50:00,1,,SR,Kerala
12997,Tirunelveli - Hapa (Biweekly) SF Express,MAO,MADGAON,01:20:00,01:30:00,2,,KR,Goa
12997,Tirunelveli - Hapa (Biweekly) SF Express,PNVL,PANVEL,10:55:00,11:00:00,2,,CR,Maharashtra
12997,Tirunelveli - Hapa (Biweekly) SF Express,ST,SURAT,16:17:00,16:20:00,2,,WR,Gujarat
12997,Tirunelveli - Hapa (Biweekly) SF Express,BRC,VADODARA JN,18:10:00,18:20:00,2,,WR,Gujarat
12997,Tirunelveli - Hapa (Biweekly) SF Express,ADI,AHMEDABAD JN,20:05:00,20:15:00,2,,WR,Gujarat
12909,Bandra Terminus- Hazrat Nizamuddin Garib Rath,ST,SURAT,20:04:00,20:07:00,1,,WR,Gujarat
12909,Bandra Terminus- Hazrat Nizamuddin Garib Rath,BRC,VADODARA JN,21:35:00,21:51:00,1,,WR,Gujarat
12909,Bandra Terminus- Hazrat Nizamuddin Garib Rath,RTM,RATLAM JN,01:10:00,01:13:00,2,,WR,Madhya Pradesh
12909,Bandra Terminus- Hazrat Nizamuddin Garib Rath,KOTA,KOTA JN,03:50:00,03:55:00,2,,WCR,Rajasthan
12909,Bandra Terminus- Hazrat Nizamuddin Garib Rath,NZM,DELHI H NIZAMUDDIN,09:45:00,None,2,,NR,Delhi
14084,Sikkim Mahananda Express,GZB,GHAZIABAD,07:23:00,07:28:00,1,,NR,Uttar Pradesh
14084,Sikkim Mahananda Express,ALJN,ALIGARH JN,09:05:00,09:10:00,1,,NCR,Uttar Pradesh
14084,Sikkim Mahananda Express,TDL,TUNDLA JN,11:00:00,11:08:00,1,,NCR,Uttar Pradesh
14084,Sikkim Mahananda Express,CNB,KANPUR CENTRAL,15:12:00,15:20:00,1,,NCR,Uttar Pradesh
14084,Sikkim Mahananda Express,ALD,ALLAHABAD JN,17:55:00,18:05:00,1,,NCR,Uttar Pradesh
14084,Sikkim Mahananda Express,MGS,MUGHAL SARAI JN,21:00:00,21:20:00,1,,ECR,Uttar Pradesh
14084,Sikkim Mahananda Express,PNBE,PATNA JN,00:35:00,01:00:00,2,,ECR,Bihar
14084,Sikkim Mahananda Express,NJP,NEW JALPAIGURI,13:30:00,13:45:00,2,,NFR,West Bengal
14887-Slip,Kalka - Sriganganar Express (Slip),CDG,CHANDIGARH,22:15:00,22:25:00,1,,NR,Chandigarh
14887-Slip,Kalka - Sriganganar Express (Slip),UMB,AMBALA CANT JN,23:15:00,23:45:00,1,,NR,Haryana
12490,Dadar - Bikaner Express,ST,SURAT,18:25:00,18:30:00,1,,WR,Gujarat
12490,Dadar - Bikaner Express,BRC,VADODARA JN,20:25:00,20:30:00,1,,WR,Gujarat
12490,Dadar - Bikaner Express,ADI,AHMEDABAD JN,22:20:00,22:40:00,1,,WR,Gujarat
12490,Dadar - Bikaner Express,JU,JODHPUR JN,07:35:00,07:50:00,2,,NWR,Rajasthan
12490,Dadar - Bikaner Express,BKN,BIKANER JN,13:10:00,None,2,,NWR,Rajasthan
11013,Mumbai LTT-Coimbatore Express,KYN,KALYAN JN,23:13:00,23:18:00,1,,CR,Maharashtra
11013,Mumbai LTT-Coimbatore Express,PUNE,PUNE JN,01:50:00,01:55:00,2,,CR,Maharashtra
11013,Mumbai LTT-Coimbatore Express,SUR,SOLAPUR JN,06:25:00,06:35:00,2,,CR,Maharashtra
11013,Mumbai LTT-Coimbatore Express,GTL,GUNTAKAL JN,14:00:00,14:10:00,2,,SCR,Andhra Pradesh
